54.898960,96.471565,1
50.761505,96.174583,1
45.869736,93.366829,1
43.234657,91.589676,1
40.596516,88.065468,1
38.496338,84.639069,1
35.590786,79.808121,1
33.109451,78.079414,1
28.586613,74.629738,1
25.506298,70.964050,1
23.049355,66.612503,1
22.407902,61.705990,1
20.552341,57.619045,1
23.031536,53.395508,1
25.788195,51.292706,1
30.267986,51.966286,1
32.836098,51.156303,1
35.870789,52.119587,1
40.107071,51.335361,1
44.283150,52.921871,1
46.522602,54.733166,1
49.549656,55.206734,1
53.077553,56.330059,1
56.729404,56.727104,1
59.203537,58.980881,1
60.567169,62.664780,1
62.007858,66.063354,1
61.985573,68.807175,1
57.701492,56.078865,1
55.190491,50.173119,1
52.314320,44.515259,1
47.338425,37.312508,1
48.617416,41.610203,1
51.509583,43.615784,1
44.778152,35.860767,1
42.760830,33.393063,1
40.030582,32.400677,1
35.881950,30.818714,1
32.498993,32.198513,1
30.449688,37.175789,1
33.921822,42.184605,1
36.741924,45.843761,1
38.089893,49.288395,1
29.995628,36.561100,1
29.269840,32.106647,1
29.320536,28.671520,1
32.119900,26.828238,1
35.439434,24.582777,1
41.951763,25.912855,1
45.405746,26.090118,1
48.175415,29.094704,1
48.689598,31.521473,1
50.957687,34.562412,1
53.396961,36.433071,1
55.326748,40.017765,1
57.444851,41.085480,1
59.695385,44.477009,1
63.964882,46.181831,1
65.407661,45.906033,1
68.344292,48.574593,1
69.823494,52.983276,1
71.121773,59.898720,1
71.026321,64.591660,1
68.806442,70.300400,1
46.654320,80.093613,1
48.226707,83.997055,1
50.091076,85.615326,1
53.885426,83.975456,1
55.773117,86.477951,1
56.280602,85.870956,1
56.813648,83.755341,1
53.387989,81.264404,1
50.403767,79.089241,1
50.268410,79.130074,1
48.086529,78.953789,1
29.824175,59.450184,1
29.523129,62.418652,1
32.241909,63.501930,1
56.663532,99.067375,1
62.002834,99.838440,1
64.775520,97.480133,1
68.311005,93.832489,1
70.736198,90.263092,1
71.931419,85.963196,1
73.151596,83.463379,1
75.138016,78.806229,1
76.337822,74.808998,1
77.730507,71.713020,1
79.962685,67.188240,1
82.341309,60.070866,1
83.509338,55.519825,1
85.419281,51.197334,1
86.867592,48.409187,1
88.709373,45.880615,1
89.560242,42.989063,1
93.175674,40.147675,1
95.260239,37.365131,1
97.711288,33.878799,1
57.342636,38.710613,1
59.385841,37.285789,1
60.522358,33.420399,1
62.465694,29.942869,1
64.078781,25.472033,1
64.516273,24.308865,1
74.829643,22.209938,1
72.039413,22.304108,1
68.315659,21.146801,1
66.322006,20.124983,1
63.231956,18.382084,1
61.543571,19.026691,1
59.141026,17.787239,1
55.218239,17.827177,1
52.734383,17.953436,1
50.420940,16.939507,1
47.550110,15.180799,1
45.089718,13.917356,1
48.949936,14.200996,1
50.967812,14.506175,1
54.489342,14.455211,1
56.861050,13.970094,1
51.713696,13.178853,1
48.020630,10.461926,1
47.432060,9.906436,1
46.065479,6.442072,1
50.621544,9.663019,1
53.889221,10.284367,1
57.218712,10.091695,1
59.942730,10.506483,1
64.358604,10.550944,1
66.076546,10.770074,1
70.431656,11.145156,1
74.006310,11.691932,1
77.498314,11.004364,1
67.482933,9.390906,1
67.046295,5.119853,1
68.156563,3.058917,1
36.604656,26.296759,1
40.576221,26.259861,1
91.320297,41.826580,1
49.898052,95.484131,1
48.427147,94.555962,1
44.481842,91.818886,1
54.740528,95.921219,2
51.006100,95.519569,2
45.427010,91.995895,2
43.721451,91.558311,2
40.285019,87.773590,2
38.967899,84.024872,2
35.434715,80.487175,2
33.218628,78.200203,2
28.303646,74.415115,2
25.138809,71.187592,2
22.752941,66.991455,2
22.123404,62.139172,2
20.814306,58.349781,2
22.546953,53.529903,2
25.126579,51.254425,2
30.756218,52.090340,2
34.510651,51.074314,2
36.072327,52.201252,2
39.495560,50.171646,2
43.858444,53.662567,2
46.186745,54.866402,2
49.758514,55.379383,2
52.698917,56.796764,2
56.817390,56.784279,2
59.740376,60.113117,2
60.511559,62.872028,2
61.853302,66.045387,2
61.198578,68.304985,2
57.698914,57.470394,2
54.771805,50.813400,2
51.317966,44.241386,2
46.375534,36.892723,2
48.890869,40.784847,2
51.242382,43.621731,2
44.603397,35.132030,2
42.955410,34.171680,2
40.841869,33.233994,2
37.009735,31.320623,2
32.342922,32.467064,2
31.190248,37.093304,2
34.222225,41.976826,2
36.931496,45.802673,2
38.093456,48.910248,2
30.465954,36.547920,2
29.152615,31.557154,2
29.165409,28.047649,2
31.626579,25.351179,2
34.907619,24.523432,2
42.939018,27.353825,2
45.141903,27.009100,2
48.291748,29.589483,2
50.167160,31.834503,2
51.134140,33.875576,2
53.086742,35.938538,2
55.914993,39.653488,2
57.537571,40.693958,2
60.283432,44.127308,2
64.587379,46.391010,2
66.266838,46.149883,2
69.318367,48.824608,2
69.625694,52.935024,2
70.585335,59.913918,2
69.958199,64.202393,2
68.673355,69.946854,2
47.453045,81.154472,2
48.351208,84.557289,2
49.711437,85.915726,2
53.344193,83.180603,2
54.898846,86.137177,2
56.528961,86.334816,2
56.554066,84.543022,2
53.695312,82.632263,2
50.216698,79.311066,2
50.038662,78.947075,2
48.680943,80.536034,2
29.780519,59.049164,2
29.237484,62.981007,2
33.014957,63.266811,2
56.765778,98.471428,2
61.998875,99.728798,2
65.100571,97.543716,2
67.617744,93.674965,2
69.718025,89.811432,2
71.867012,86.064407,2
72.810516,83.492172,2
75.044724,79.275925,2
76.626457,75.185638,2
78.443878,72.192894,2
80.687897,67.484543,2
82.755447,59.296303,2
84.240456,56.593258,2
85.742050,50.717178,2
87.413025,49.383476,2
89.275002,45.519421,2
89.631264,43.523308,2
92.210503,40.823521,2
95.244873,37.365681,2
97.508194,35.077419,2
58.409336,38.430004,2
60.114391,37.194313,2
61.269524,33.499084,2
62.507736,30.688753,2
62.933250,26.753208,2
64.021660,25.034204,2
74.721909,21.162874,2
72.895851,22.094507,2
68.994080,19.942701,2
66.790977,19.467417,2
63.393261,17.565239,2
61.496239,18.884569,2
59.181107,17.595284,2
54.420467,16.725317,2
52.989712,17.605145,2
49.516399,16.037125,2
46.256237,14.937532,2
44.833069,13.260490,2
49.601265,13.957086,2
50.984444,13.782372,2
54.450191,13.011840,2
57.882404,13.699948,2
51.227726,12.634215,2
47.384689,10.895749,2
48.641399,9.750390,2
46.244251,7.099784,2
50.161774,9.430612,2
53.333786,10.275476,2
56.203041,11.181029,2
60.053734,10.107982,2
63.413059,11.104467,2
65.932785,10.826089,2
70.114761,11.083857,2
73.808594,12.565149,2
76.066376,11.762225,2
67.054497,9.905378,2
66.489967,5.521623,2
68.226837,3.413586,2
35.988846,25.089031,2
41.279316,26.254004,2
91.346153,41.887573,2
49.489532,94.826233,2
48.834400,93.247299,2
44.233181,90.687523,2
54.984840,95.756157,3
51.332973,94.994026,3
45.137901,91.106651,3
43.797092,91.489876,3
41.725586,87.540764,3
38.671024,83.587540,3
35.148174,80.519852,3
33.379890,78.153000,3
27.818264,74.371185,3
25.793650,71.517143,3
23.075670,66.724785,3
